address;bank_account_name;bank_account_number;bank_ifsc;banner_url;categories;city;commission_pct;company_name;contact_name;country;created_at;default_lead_time_days;description;email;gst_verified;gstin;id;logo_url;metadata;min_order_value;phone;pincode;rating;reviews_count;ships_pan_india;source;source_url;state;status;updated_at;user_id;website;whatsapp
;;;;;"[""tech""]";;5;Paras Enterprises;;India;2026-05-26 09:21:26.806838+00;;;;false;;7adc3281-c637-4d54-9784-46e829dada4a;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:26.806838+00;;;
;;;;;"[""tech""]";;5;Mobeeta;;India;2026-05-26 09:21:27.894406+00;;;;false;;e8974690-d247-4448-ac82-d09f78741743;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:27.894406+00;;;
;;;;;"[""tech""]";;5;Taapee Impex;;India;2026-05-26 09:21:28.950422+00;;;;false;;7d00d335-f92f-4ae7-8541-41a40a7bdb0c;;{};;;;4.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:28.950422+00;;;
;;;;;"[""toys""]";Ahmedabad;5;Archati Future;;India;2026-05-26 09:22:05.69337+00;;;info@archatifuture.com;false;;d86e90d9-3b47-4c5b-846d-63e94695176c;;{};;918000000000;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:05.69337+00;;https://export.indiamart.com/company/archati-future-ahmedabad/;
;;;;;"[""toys""]";Delhi;5;Fibrecrafts India;;India;2026-05-26 09:22:07.922277+00;;;info@fibrecrafts.com;false;;2b7020b6-d50c-4613-b432-f379a5f1c520;;{};;919000000000;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:07.922277+00;;https://export.indiamart.com/company/3189598/;
;;;;;"[""toys""]";Mumbai;5;Micro Teknik;;India;2026-05-26 09:22:08.969984+00;;;info@microtechnik.com;false;;8bac7e41-9739-455a-87fa-dbc75e11fb26;;{};;919000000000;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:08.969984+00;;https://export.indiamart.com/company/111289/;
;;;;;"[""toys""]";Delhi;5;Kool Craft Creations;;India;2026-05-26 09:22:10.047579+00;;;info@koolcraftcreations.com;false;;b8cabcb7-dc8c-477d-911b-2c719ea12860;;{};;919000000000;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:10.047579+00;;https://export.indiamart.com/company/koolcraftcreations/;
;;;;;"[""toys""]";Mumbai;5;Calypso;;India;2026-05-26 09:22:11.089841+00;;;info@calypso.com;false;;550ef98c-5a9a-4b71-ad26-77b1b6d5daca;;{};;919000000000;;5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:11.089841+00;;https://export.indiamart.com/company/calypso/;
;;;;;"[""toys""]";Chennai;5;Vertex Engineering Works;;India;2026-05-26 09:22:12.157604+00;;;info@vertexengineering.com;false;;8f8d66bf-946d-41b4-9a19-22db9b5d945a;;{};;919000000000;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:12.157604+00;;https://export.indiamart.com/company/2141314/;
;;;;;"[""toys""]";Bangalore;5;The Devote;;India;2026-05-26 09:22:13.20779+00;;;info@thedevote.com;false;;e119ba77-cfc4-4e87-8bae-fce3c7764349;;{};;919000000000;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:13.20779+00;;https://export.indiamart.com/company/107663098/;
;;;;;"[""toys""]";Delhi;5;A.S. International;;India;2026-05-26 09:22:14.277427+00;;;info@asinternational.com;false;;73987853-0225-464c-ba7d-a1a3d90011f8;;{};;919000000000;;3.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:14.277427+00;;https://export.indiamart.com/company/243331910/;
;;;;;"[""toys""]";Kanpur;5;Fairbizps;;India;2026-05-26 09:22:15.334109+00;;;info@fairbizps.com;false;;0f80e58d-3d14-4c58-af3f-b6daf7756fa2;;{};;919000000000;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-05-26 09:22:15.334109+00;;https://export.indiamart.com/company/fairbizps/;
;;;;;"[""wellness""]";;5;Alantra Healthcare Private Limited;;India;2026-05-26 09:23:00.845985+00;;;;false;;a1c49c6a-14ee-48a0-aa23-e41690cc7907;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-26 09:23:00.845985+00;;;
;;;;;"[""wellness""]";;5;K.R Impex Enterprises;;India;2026-05-26 09:23:03.857486+00;;;;false;;599c1873-9c34-4f89-add2-28b52cbe8a89;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-26 09:23:03.857486+00;;;
;;;;;"[""wellness""]";;5;Lilly Impex;;India;2026-05-26 09:23:04.989715+00;;;;false;;20f1247e-0382-4a46-82f0-1db1208aaecc;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-26 09:23:04.989715+00;;;
;;;;;"[""wellness""]";;5;Topmeds;;India;2026-05-26 09:23:06.782559+00;;;;false;;6de346c8-3d29-4f93-af7a-aeea3377cf88;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-26 09:23:06.782559+00;;;
;;;;;"[""wellness""]";;5;Maxx Overseas Impex SS Entertainment;;India;2026-05-26 09:23:08.023721+00;;;;false;;0d6b1164-cdb5-4fb4-9eb1-20286dea4232;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-26 09:23:08.023721+00;;;
;;;;;"[""beauty""]";;5;Nikole Kozmetics Private Limited;;India;2026-05-26 09:25:25.587079+00;;;;false;;673b93aa-ae3c-4121-8659-63fa5922b94d;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:25.587079+00;;;
;;;;;"[""beauty""]";;5;Kedia Minerals;;India;2026-05-26 09:25:28.745122+00;;;;false;;e357e334-c938-4068-9806-8c094ebe087e;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:28.745122+00;;;
;;;;;"[""beauty""]";;5;The Rich Daddy International;;India;2026-05-26 09:25:29.777337+00;;;;false;;75f99660-bbab-4803-b379-05617be50173;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:29.777337+00;;;
;;;;;"[""beauty""]";;5;M.S. Hilal International;;India;2026-05-26 09:25:31.617847+00;;;;false;;de276e6c-7da6-43e8-8d16-65b8ce59d8d7;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:31.617847+00;;;
;;;;;"[""beauty""]";;5;Swadesh Life Science;;India;2026-05-26 09:25:32.62855+00;;;;false;;e87d11c9-e4fe-428a-acb9-c3f0237dc12b;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:32.62855+00;;;
;;;;;"[""beauty""]";;5;Global Merchants;;India;2026-05-26 09:25:34.410741+00;;;;false;;2d5592c6-b085-4263-a8e4-4c5f2c55af23;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-05-26 09:25:34.410741+00;;;
;;;;;"[""Designer Wear""]";;5;Shree Indian Exports;;India;2026-05-26 10:14:52.117577+00;;;;false;;c487db6b-8a8c-4726-9525-0c8c70efb9fe;;{};;;;3.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Fashion;;approved;2026-05-26 10:14:52.117577+00;;;
;;;;;"[""Fashion Garment""]";;5;Bombay Chemicals;;India;2026-05-26 10:14:53.973896+00;;;;false;;0181e0be-dc80-485f-9ce6-2ba7c9df3650;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Fashion;;approved;2026-05-26 10:14:53.973896+00;;;
;;;;;"[""Girls Wear""]";;5;DAISY (ESTD 1989) APPAREL DESIGNERS;;India;2026-05-26 10:14:54.700627+00;;;;false;;7ace1c16-76c9-4c77-8827-74d4d66b235c;;{};;;;3.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Fashion;;approved;2026-05-26 10:14:54.700627+00;;;
;;;;;"[""Western Wear""]";;5;Paras Fashion;;India;2026-05-26 10:14:55.445348+00;;;;false;;b7b9eb38-dd6d-4db6-b931-5bd481091842;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Fashion;;approved;2026-05-26 10:14:55.445348+00;;;
;;;;;"[""fashion""]";;5;Bhavya International;;India;2026-05-29 02:02:51.739934+00;;;;false;;29c6f521-61c1-4291-a828-83049f459a7f;;{};;;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-29 02:02:51.739934+00;;;
;;;;;"[""wellness""]";;5;Amera Exports Private Limited;;India;2026-05-29 02:07:44.889162+00;;;;false;;83796091-0334-484f-86ec-bc6350260278;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-05-29 02:07:44.889162+00;;;
;;;;;"[""home""]";;5;Pita Shree Handicraft;;India;2026-06-01 02:01:48.516307+00;;;;false;;1688ffbc-8004-446d-ba08-4ef201185956;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-01 02:01:48.516307+00;;https://export.indiamart.com/company/13898998/?&pos=2&kwd=home%20decor;
;;;;;"[""fashion""]";;5;Pivotaal Branding Solutions;;India;2026-06-04 02:03:13.249926+00;;;;false;;38253add-7ed0-4799-a8bf-f9940ae8f949;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-06-04 02:03:13.249926+00;;https://export.indiamart.com/company/163141404/?;
;;;;;"[""kitchen""]";;5;Mahavir Industries;;India;2026-06-04 02:04:10.336932+00;;;;false;;5ef3a519-f590-411f-ab3f-5c9ff73c54dd;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-06-04 02:04:10.336932+00;;;
;;;;;"[""home""]";N/A;5;Aditri Creations;;India;2026-06-07 02:02:16.715667+00;;;N/A;false;;bbc543e4-1fd8-444e-91e1-2fd1102ed190;;{};;N/A;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-07 02:02:16.715667+00;;https://export.indiamart.com/company/aditri-creations/;
;;;;;"[""beauty""]";;5;Aelicure Pharma;;India;2026-06-10 02:00:36.122088+00;;;;false;;b4c516d4-f0e8-4c9f-883f-35141a526e48;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=beauty+cosmetics+personal+care;;approved;2026-06-10 02:00:36.122088+00;;;
;;;;;"[""wellness""]";;5;Genius Nature Herbs Private Limited;;India;2026-06-10 02:07:55.384182+00;;;;false;;62f97ddf-a933-4202-a044-34186c1046fb;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-10 02:07:55.384182+00;;;
;;;;;"[""toys""]";;5;KV Ventures;;India;2026-06-13 02:07:14.493983+00;;;;false;;3f060e27-a6a6-465a-8811-0688d71bcefa;;{};;;;5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-06-13 02:07:14.493983+00;;;
;;;;;"[""toys""]";;5;Wooden India;;India;2026-06-18 02:06:33.725498+00;;;;false;;9b9d087d-2138-4269-a72b-3a68f8c98959;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-06-18 02:06:33.725498+00;;;
;;;;;"[""Fancy Sarees""]";;5;Silk India Corporation;;India;2026-06-18 09:37:43.004041+00;;;;false;;1be26329-eaaf-46fe-8a4d-8ffd9773d60c;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:43.004041+00;;;
;;;;;"[""Fancy Sarees""]";;5;Leranath Fashion House;;India;2026-06-18 09:37:44.511338+00;;;;false;;7ea35689-f02c-4768-a9d6-e046e83455e8;;{};;;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:44.511338+00;;;
;;;;;"[""Fancy Sarees""]";;5;Uddup;;India;2026-06-18 09:37:45.309531+00;;;;false;;1463c456-f84d-402c-9f1d-7cfe40675396;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:45.309531+00;;;
;;;;;"[""Fancy Sarees""]";;5;Ziya Fab;;India;2026-06-18 09:37:46.112167+00;;;;false;;a99989c5-0c6c-49e5-98c3-c4e6aa43d4bc;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:46.112167+00;;;
;;;;;"[""Fancy Sarees""]";;5;Parvati Fabrics Limited;;India;2026-06-18 09:37:46.912265+00;;;;false;;455e1475-2303-4d47-bcd6-933f8ed16db7;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:46.912265+00;;;
;;;;;"[""Fancy Sarees""]";;5;Mahant Creation;;India;2026-06-18 09:37:47.716631+00;;;;false;;2b2b51cd-4c8f-409b-9087-6e73b256158c;;{};;;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:47.716631+00;;;
;;;;;"[""Fancy Sarees""]";;5;Arvind Industries;;India;2026-06-18 09:37:49.166464+00;;;;false;;2fc093e4-139a-404e-806e-09ee97f209bd;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:49.166464+00;;;
;;;;;"[""Fancy Sarees""]";;5;Riya Creation;;India;2026-06-18 09:37:49.982002+00;;;;false;;7855dda0-e7a9-4f1c-b3a2-60eb11158512;;{};;;;4.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=Laxmipati+sarees;;approved;2026-06-18 09:37:49.982002+00;;;
;;;;;"[""home""]";Not Specified;5;Kalakriti Creations;;India;2026-06-19 02:02:25.870247+00;;;;false;;fb283b92-00c4-4844-9801-d6cf7fe4f5c5;;{};;;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-19 02:02:25.870247+00;;;
;;;;;"[""home""]";Not Specified;5;Virat International;;India;2026-06-19 02:02:26.102658+00;;;;false;;3c730c2e-d69f-4410-bd5f-1ddc618381ed;;{};;;;2.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-19 02:02:26.102658+00;;;
;;;;;"[""fashion""]";;5;Arcrafts;;India;2026-06-19 02:03:40.935571+00;;;;false;;bacc8a80-38b8-482b-919f-c166f0c66337;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-06-19 02:03:40.935571+00;;;
;;;;;"[""tech""]";;5;Blacktie Ecom Private Limited;;India;2026-06-19 02:05:37.206119+00;;;;false;;9de2a68d-75b1-43ca-a117-e0853938b6b6;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-06-19 02:05:37.206119+00;;;
;;;;;"[""home""]";;5;Shree Shyam Gems & Jewellery;;India;2026-06-23 02:01:50.446987+00;;;;false;;d0458abd-dda8-4807-9673-0932e533ac6e;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-23 02:01:50.446987+00;;;
;;;;;"[""fashion""]";;5;Ambika Enterprise;;India;2026-06-23 02:02:59.275341+00;;;;false;;b94c56bc-4d80-4f03-82df-e8a754e796eb;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-06-23 02:02:59.275341+00;;;
;;;;;"[""wellness""]";N/A;5;Marudhar Impex;;India;2026-06-25 02:07:46.891718+00;;;;false;;6273329b-c503-4ead-9582-c304361ab4e4;;{};;;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:46.891718+00;;;
;;;;;"[""wellness""]";N/A;5;Caredura Products;;India;2026-06-25 02:07:47.029838+00;;;;false;;892bc4bd-1109-4ea5-a475-7d7d16608468;;{};;;;3.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:47.029838+00;;;
;;;;;"[""wellness""]";N/A;5;Grace Enterprises;;India;2026-06-25 02:07:47.246172+00;;;;false;;d295b59a-5ef2-42f3-b67a-57c48b5ac832;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:47.246172+00;;;
;;;;;"[""wellness""]";N/A;5;Herbaveda Overseas;;India;2026-06-25 02:07:47.350459+00;;;;false;;b8b504d1-45d5-4b10-9b8f-5bdd6e6a6357;;{};;;;3.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:47.350459+00;;;
;;;;;"[""wellness""]";N/A;5;Blue Earth Traders;;India;2026-06-25 02:07:47.454611+00;;;;false;;14fe60e5-de53-4af0-a584-f4b46bc3e35d;;{};;;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:47.454611+00;;;
;;;;;"[""wellness""]";N/A;5;Arizone International LLP;;India;2026-06-25 02:07:47.56445+00;;;;false;;206dfb70-5176-4a41-a408-6e2e6267f720;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-06-25 02:07:47.56445+00;;;
;;;;;"[""home""]";;5;Rashmi Enterprises;;India;2026-06-26 02:02:39.734869+00;;;;false;;7e396230-dd9f-47bf-aeca-0e9032a86e10;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-26 02:02:39.734869+00;;;
;;;;;"[""home""]";Unknown;5;Conifer Handmades;;India;2026-06-29 02:02:31.707571+00;;;info@conifer.com;false;;1d21605b-66e5-4a06-89a9-fa7af03600d0;;{};;9999999999;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-06-29 02:02:31.707571+00;;https://export.indiamart.com/company/394432/;
;;;;;"[""kitchen""]";;5;Ami Polymer Private Limited;;India;2026-06-29 02:03:48.148674+00;;;;false;;d3bc91b4-738c-4c15-82ac-eb3c4d55bf51;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-06-29 02:03:48.148674+00;;;
;;;;;"[""fashion""]";Not Specified;5;Adya International;;India;2026-06-30 02:02:32.344679+00;;;info@adyainternational.com;false;;df8201aa-1eed-4f99-906a-42c6013c5e9f;;{};;15077551;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-06-30 02:02:32.344679+00;;https://export.indiamart.com/company/adya-international;
;;;;;"[""tech""]";;5;Unknown;;India;2026-07-01 02:05:38.156133+00;;;;false;;3d0f5f20-be6e-40d6-88d6-00ad3efd2697;;{};;;;0;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-07-01 02:05:38.156133+00;;;
;;;;;"[""LED Bulb""]";;5;Aarnova Technologies Private Limited;;India;2026-07-07 07:23:58.254231+00;;;;false;;1f92b492-fbe8-4a05-91db-4789170b67ca;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=LED+bulb;;approved;2026-07-07 07:23:58.254231+00;;;
;;;;;"[""LED Bulb""]";;5;Keco Auto Industries;;India;2026-07-07 07:24:02.491173+00;;;;false;;48e76a45-2cb1-4359-9a0d-5b8f05866192;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=LED+bulb;;approved;2026-07-07 07:24:02.491173+00;;;
;;;;;"[""LED Bulb""]";;5;Justgrow Technologies Private Limited;;India;2026-07-07 07:24:03.820282+00;;;;false;;ff58f03c-ea80-4a25-9cc3-8a87af7393a5;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=LED+bulb;;approved;2026-07-07 07:24:03.820282+00;;;
;;;;;"[""LED Bulb""]";;5;A S Enterprises;;India;2026-07-07 07:24:05.142416+00;;;;false;;c768c021-274b-4a10-9300-6ff8b90334a8;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=LED+bulb;;approved;2026-07-07 07:24:05.142416+00;;;
;;;;;"[""kitchen""]";;5;Kitchen Essentials;;India;2026-07-12 02:04:20.512658+00;;;;false;;9a1e6438-bd5f-4717-b685-0b432361b6a9;;{};;;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-07-12 02:04:20.512658+00;;https://export.indiamart.com/company/kitchenessentials/?&pos=9&kwd=kitchen%20utensil&tags=||||8752.144|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|qr_nm:gd|cs:13468|com-cf:nl|ptrs:na|mc:95950|cat:699|qry_typ:P|lang:en|rtn:0-0-0-0-2-8-0|qrd:260711|mrd:260701|prdt:260711&src_ref=c3JjX3JlZj0yMjQ4NTY4;
;;;;;"[""kitchen""]";;5;Gourmet Kitchenware;;India;2026-07-12 02:04:20.63794+00;;;;false;;e3c54f76-e3c1-4ce7-a5b5-e82541418473;;{};;;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-07-12 02:04:20.63794+00;;https://export.indiamart.com/company/gourmetkitchenware/?&pos=9&kwd=kitchen%20utensil&tags=||||8752.144|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|qr_nm:gd|cs:13468|com-cf:nl|ptrs:na|mc:95950|cat:699|qry_typ:P|lang:en|rtn:0-0-0-0-2-8-0|qrd:260711|mrd:260701|prdt:260711&src_ref=c3JjX3JlZj0yMjQ4NTY4;
;;;;;"[""kitchen""]";;5;Shivay Overseas;;India;2026-07-14 02:03:53.690132+00;;;;false;;fbf459b4-f519-4696-8899-4dabffb394db;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-07-14 02:03:53.690132+00;;;
;;;;;"[""Candy""]";;5;Koshambh Multitred Private Limited;;India;2026-07-14 06:21:15.834229+00;;;;false;;658c19bf-5532-4587-a784-12c05fa62232;;{};;163725253;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=candy;;approved;2026-07-14 06:21:15.834229+00;;;
;;;;;"[""Candy""]";;5;Well Life Pathway;;India;2026-07-14 06:21:19.184536+00;;;;false;;460c6209-cb5a-43b6-b1d2-5b0cf7bdb454;;{};;231435666;;4.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=candy;;approved;2026-07-14 06:21:19.184536+00;;;
;;;;;"[""Candy""]";;5;Marine Hydrocolloids;;India;2026-07-14 06:21:20.660376+00;;;;false;;04d5f8ac-f130-4e71-8bbc-bcdefb94d772;;{};;1611030;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=candy;;approved;2026-07-14 06:21:20.660376+00;;;
;;;;;"[""kitchen""]";;5;Unknown Supplier;;India;2026-07-15 02:03:38.074488+00;;;;false;;7b710e45-342f-4d55-a5ef-62e8b5b825b6;;{};;;;0;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-07-15 02:03:38.074488+00;;;
;;;;;"[""tech""]";;5;Minura Group;;India;2026-07-15 02:05:18.011247+00;;;;false;;5cadc5a6-5249-4cfa-a370-ca9fd7095d73;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-07-15 02:05:18.011247+00;;;
;;;;;"[""tech""]";;5;S. R Aaryan Global Tech;;India;2026-07-15 02:05:18.124271+00;;;;false;;e578078b-f1c5-474c-a464-932400b08885;;{};;;;5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-07-15 02:05:18.124271+00;;;
;;;;;"[""wellness""]";;5;Fidalgo Health Care;;India;2026-07-15 02:07:53.223631+00;;;;false;;881a3ebd-0bc8-4f9b-99a2-e3955176d929;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=wellness+ayurvedic;;approved;2026-07-15 02:07:53.223631+00;;https://export.indiamart.com/company/3551435/?&pos=6&kwd=wellness%20ayurvedic&tags=||||8661.854|Price|product||-|-qr_nm:gd|cs:12657|res:RC2|com-cf:nl|ptrs:na|ktp:SA1|mc:22491|cat:259|mtp:SP|qry_typ:S|lang:en|wc:2|rtn:0-0-0-0-2-8-0|qrd:260714|mrd:260714|prdt=260714&src_ref=c3JjX3JlZj0zNTUxNDM1;
;;;;;"[""toys""]";;5;Engenius Lab;;India;2026-07-16 02:06:59.775496+00;;;;false;;75b38017-b8cd-4ce9-a174-739b37499292;;{};;;;3.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=toys+kids;;approved;2026-07-16 02:06:59.775496+00;;;
