ai_generated_data;category;compare_at_price;cost_price;created_at;description;exchange_window_days;id;images;inventory_count;is_active;is_exchangeable;is_returnable;menu_meta;price;reorder_level;return_window_days;seo_description;seo_title;short_description;sku;store_id;tags;tax_rate;title;updated_at;variants
"{""care_instructions"":""Avoid contact with water, perfumes, and chemicals. Store in a dry, airtight box."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Intricate traditional design"",""Adorned with colorful gemstones"",""High-quality gold-toned finish"",""Perfect for ethnic and festive occasions"",""Lightweight and comfortable"",""Elevates any traditional look""],""material"":""Gold-plated alloy with artificial gemstones (ruby, emerald, uncut stones)"",""product_hint"":""bangle"",""product_type"":""fashion"",""product_videos"":[]}";Jewelry;;0.00;2026-06-12 08:26:24.22279+00;Embrace timeless elegance with our collection of exquisite traditional gold bangles. Crafted with intricate detailing and adorned with vibrant gemstones, these bangles are perfect for adding a touch of cultural richness to any outfit. Made from high-quality faux gold material, they offer the opulent look of traditional jewelry without the hefty price tag. Ideal for festive occasions, weddings, or daily ethnic wear, these bangles are designed for comfort and durability, ensuring you shine brighter with every wear. A perfect gift for yourself or a loved one, symbolizing heritage and beauty.;7;6f1937ed-05ef-4b88-9f0f-2fd7b87e5958;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/4f21bb8f-6f40-407b-9bca-61c1dd40b6eb/bedaecd9-a1b8-468c-9c9f-1e30b10275e1.jpg""]";5;true;true;true;{};1299.00;0;7;Discover exquisite traditional gold-toned bangles adorned with vibrant gemstones. Perfect for Indian festive wear and ethnic outfits. Shop now at PR Store.;Traditional Gold Bangles - Intricate Design & Gemstones;Traditional gold-toned bangles with intricate designs and beautiful gemstones.;;a72ad055-45ae-4a0a-9f90-b268ef6da982;"[""Traditional Bangles"",""Gold Plated"",""Indian Jewelry"",""Ethnic Wear"",""Festive Accessories"",""Temple Jewelry"",""Imitation Jewelry"",""Women's Bangles""]";0.00;Exquisite Traditional Gold Bangles;2026-06-12 08:26:24.22279+00;[]
"{""care_instructions"":""Dry clean recommended or gentle hand wash"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Vibrant lime green color"",""Intricate embroidery details"",""Flowing Anarkali silhouette"",""Complete set with kurta, dupatta, pants"",""Comfortable for all-day wear"",""Ideal for festive and wedding events""],""material"":""Faux Silk or Cotton Blend"",""product_hint"":""Women's Royal Blue Elegant Embroidered Kurta Set With Floral Dupatta"",""product_type"":""fashion"",""product_videos"":[]}";Women's Ethnic Wear;2499.00;0.00;2026-06-13 13:28:22.950068+00;Embrace timeless elegance with this beautiful lime green Anarkali set, perfect for festive occasions and celebrations. The exquisite ensemble features intricate embroidery on the neckline and borders of the kurta and dupatta, adding a touch of traditional charm. Crafted for comfort and style, the flowing silhouette of the Anarkali kurta flatters every body type, while the matching pants complete the sophisticated look. Step into any event with confidence and grace, making a memorable fashion statement with this stunning ethnic wear.;7;bd47f95c-6b95-4088-b589-d03097625a28;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/b25340ea-fbba-4058-9cea-63c4131feec7.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/3244fbb6-2521-44c1-86f1-85e43ea1a4d5.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/4f01baa3-6665-42b6-ba72-fb49bee686e9.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/e2dbff1e-259c-43d1-bdb9-519e7c9c6aa9.jpg""]";5;true;true;true;{};2124.00;0;7;Shop this stunning lime green Anarkali suit featuring intricate embroidery. Perfect for festive occasions and traditional events. Comfortable and stylish ethnic wear for women.;Women's Royal Blue Elegant Embroidered Kurta Set With Floral;Elegant lime green embroidered Anarkali suit with matching dupatta and pants.;FFS-101;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Anarkali"",""Ethnic Wear"",""Lime Green"",""Embroidered Suit"",""Women's Fashion"",""Festive Outfit"",""Kurta Set"",""Traditional Dress"",""Children Wear""]";0.00;Charming Lime Green Anarkali Set;2026-06-13 13:28:22.950068+00;[]
"{""care_instructions"":""Dry clean only for lasting embellishments."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Luxurious Georgette Fabric"",""Intricate Embroidery & Zari Work"",""Comfortable Readymade Design"",""Elegant Peplum Style Top"",""Perfect for Festive Occasions""],""material"":""Georgette"",""product_hint"":""Embroidered and Zari Work Georgette Readymade Salwar Suit In Black"",""product_type"":""fashion"",""product_videos"":[]}";Salwar Suits & Anarkalis;3500.00;1.00;2026-06-18 09:33:00.728693+00;Step out in timeless elegance with this stunning black readymade salwar suit. Crafted from luxurious georgette, the ensemble features intricate embroidery and dazzling Zari work on the peplum-style top, creating a rich and opulent look. The sleeveless design offers comfort and modern appeal, while the flowing bottom ensures a graceful silhouette. Perfect for festive occasions, weddings, or evening events, this suit combines traditional craftsmanship with contemporary style, making you the center of attention. Includes a coordinating dupatta to complete the sophisticated attire.;7;3edc0d16-b713-471b-b53f-951c9c38b1db;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/203c7a93-bf5a-43a8-ac86-3d356970ff04.jpg""]";10;true;true;true;{};2870.00;0;7;Shop elegant black georgette readymade salwar suit with intricate embroidery and Zari work, perfect for Indian festivities and parties. Buy now at Family Fashion Boutique.;Black Embroidered Zari Work Georgette Salwar Suit;Elegant black georgette salwar suit with rich embroidery & Zari work.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Salwar Suit"",""Georgette"",""Embroidered"",""Zari Work"",""Black Suit"",""Party Wear"",""Ethnic Wear"",""Readymade""]";5.00;Black Embroidered Georgette Salwar Suit;2026-06-18 09:33:00.728693+00;"[{""name"":""White"",""values"":[{""images"":[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/fe9fff60-913e-4b81-99d5-9fa8defd6645.jpg""],""value"":"""",""videos"":[]}]}]"
"{""care_instructions"":""Dry clean recommended for first wash, then hand wash gently with mild detergent. Do not bleach. Iron on low heat."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Vibrant fusion print design"",""Comfortable ready-to-wear set"",""Includes lehenga, choli, and chunari"",""Ideal for festive and casual events"",""Easy to maintain fabric""],""material"":""Likely Art Silk Blend or Georgette for lightness and flow"",""product_hint"":""Ready to Wear Printed Fusion Lehenga Choli with Chunari"",""product_type"":""fashion"",""product_videos"":[]}";Women's Ethnic Wear;1999.00;0.00;2026-06-19 08:30:48.755195+00;Embrace traditional elegance with a contemporary twist in our Ready-to-Wear Printed Fusion Lehenga Choli set. This exquisite ensemble features a beautifully printed lehenga, paired with a complementary choli and a matching chunari. The vibrant colors and intricate patterns are designed to make you stand out at any festive occasion or casual gathering. Crafted for comfort and style, this outfit offers an effortless blend of modern fashion and cultural heritage, ensuring you look gracefully stunning with minimal effort.;7;021566b2-38f2-477a-9e19-4117b537036d;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/fa9f8351-c813-44c1-9645-e83df827ef38.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/e6542c4c-e108-4bb5-bddd-fe9b91cb9d45.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/0167ffbd-8545-4f5a-9ddb-5e1ed9f36a83.jpg""]";5;true;true;true;{};1799.00;0;7;Shop vibrant ready-to-wear printed fusion lehenga choli with matching chunari from Family Fashion Boutique. Perfect for festive occasions.;Ready-Wear Printed Fusion Lehenga Choli with Chunari;Ready-to-wear printed fusion lehenga choli with chunari.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Lehenga Choli"",""Fusion Wear"",""Printed Lehenga"",""Ethnic Sets"",""Indian Fashion"",""Ready to Wear"",""Traditional Dress"",""Women's Ethnic""]";5.00;Vibrant Printed Fusion Lehenga Choli;2026-06-19 08:30:48.755195+00;[]
"{""care_instructions"":""Dry clean recommended for first wash, then gentle hand wash separately."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Luxurious georgette fabric."",""Intricate embroidery details."",""Flattering Anarkali silhouette."",""Comfortable three-piece set."",""Ideal for festive and party wear.""],""material"":""Georgette"",""product_hint"":""Mehndi Green Color Georgette Embroidered Three Piece Anarkali Suit"",""product_type"":""fashion"",""product_videos"":[]}";Women's Ethnic Wear;1449.00;0.00;2026-06-19 08:36:17.364518+00;Step out in elegance with this stunning Mehndi Green Anarkali Suit, perfect for festive occasions and celebrations. Crafted from luxurious georgette fabric, this three-piece ensemble features intricate embroidery on the round neckline, along the hem of the flared Anarkali kurta, and borders of the matching dupatta. The comfortable georgette fabric drapes beautifully, offering a flattering silhouette. Paired with straight-cut pants, this suit provides both traditional charm and modern comfort. Feel confident and radiant at any event.;7;250bf161-dc5c-48b9-9d9f-00e489f65024;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/1b00d5bd-9ee8-4911-90f3-bdda85a723bd.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/c90311b7-3302-4ac1-b0e2-db3ed2de5d4c.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/848efa43-a209-481c-8065-d50a10e1ca6e.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/84d179a3-44d9-453f-9e00-2036217b46ec.jpg""]";0;true;true;true;{};1377.00;0;7;Shop this elegant Mehndi Green Georgette Embroidered Three Piece Anarkali Suit for women. Perfect for festive occasions and celebrations.;Mehndi Green Georgette Embroidered Anarkali Suit;Elegant Mehndi green embroidered georgette Anarkali suit.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Anarkali Suit"",""Mehndi Green Dress"",""Georgette Suit"",""Embroidered Kurta Set"",""Ethnic Wear"",""Party Wear"",""Indian Fashion"",""Festive Outfit""]";5.00;Mehndi Green Embroidered Anarkali Suit;2026-06-19 08:36:17.364518+00;[]
"{""care_instructions"":""Hand wash cold, line dry recommended or dry clean."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Stunning royal blue georgette fabric"",""Intricate silver embroidery detailing"",""Comfortable tiered sharara pants"",""Matching dupatta with delicate lace"",""Perfect for festive and party wear"",""Elegant 3/4 sleeves""],""material"":""Georgette"",""product_hint"":""Women Embroidered Kurta Sharara Dupatta Set Royal Blue Georgette Kurta Set for Women with 3/4 Sleeves Lace Border Dupatta Ethnic Wear Festive Traditional Party Wedding Outfit"",""product_type"":""fashion"",""product_videos"":[]}";Women's Ethnic Wear;3099.00;0.00;2026-06-19 08:43:51.163322+00;Step out in regal style with our Royal Blue Georgette Kurta Sharara Dupatta Set. This exquisite ethnic wear features a beautifully embroidered georgette kurta with a flattering square neckline and elegant 3/4 sleeves. The intricate silver embroidery on the kurta hem and sleeves adds a touch of traditional charm, perfect for festive occasions. Paired with a comfortable tiered sharara and a matching dupatta with a delicate lace border, this outfit ensures both comfort and grace. Ideal for weddings, parties, or any celebratory event, making you the center of attention.;7;9c7612e0-a273-471d-a3e5-84ac625c0982;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/765b36ec-3188-4d87-99f3-0818a1e317c9.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/d70c147f-41ac-44ce-a7e1-010b827ce1ac.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/5aedba92-a11d-4ea2-9846-c5619ef4a290.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/b0f98fe9-d3c6-4deb-ba28-8bcffb6d6713.jpg""]";2;true;true;true;{};2541.00;0;7;Buy royal blue georgette kurta sharara dupatta set for women. Features intricate embroidery, 3/4 sleeves, and lace border. Perfect for festive & wedding occasions.;Royal Blue Embroidered Georgette Kurta Sharara Set;Elegant royal blue embroidered georgette kurta sharara dupatta set.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Royal Blue Kurta Set"",""Georgette Sharara"",""Embroidered Dupatta"",""Women Ethnic Wear"",""Festive Outfit"",""Indian Traditional"",""Party Wear Suit"",""Wedding Attire""]";5.00;Royal Blue Georgette Sharara Set;2026-06-19 08:49:01.884822+00;[]
"{""care_instructions"":""Machine wash cold with like colors, tumble dry low, iron on low heat if needed. Do not bleach."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Soft, breathable 100% cotton fabric"",""Vibrant geometric print design"",""Flattering fit-and-flare silhouette"",""Chic tassel waist detailing"",""Comfortable three-quarter sleeves"",""Versatile for casual or festive wear""],""material"":""Cotton"",""product_hint"":""Women's Blue Cotton Printed Dress "",""product_type"":""fashion"",""product_videos"":[]}";fashion;1111.00;0.00;2026-06-19 08:55:05.07514+00;Step out in style with this elegant Women's Blue Cotton Printed Dress. Crafted from breathable, soft cotton fabric, this dress ensures all-day comfort and a flattering silhouette. The vibrant geometric print in shades of blue and maroon adds a traditional yet contemporary touch, perfect for various occasions. Featuring a charming V-neckline, three-quarter sleeves with contrasting borders, and delicate tassel detailing at the waist, it offers a sophisticated look. The fit-and-flare design accentuates your curves gracefully while providing ease of movement. Ideal for casual outings, festive gatherings, or even workwear, this dress is a versatile addition to your wardrobe, promising both comfort and chic style. Pair it with ethnic jewelry for a complete look.;7;b9a070fc-e62e-4482-b67b-c29e83101396;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/b9785c7a-8a22-45ff-8a68-fa1b91a62493.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/5a846397-d99b-4cd7-b0b6-360b7be9c31b.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/8666b9c5-9181-41fb-a4f2-6dce28a15010.jpg""]";0;true;true;true;{};1111.00;0;7;Shop the latest Women's Blue Cotton Printed Dress at Family Fashion Boutique. Comfortable, stylish, and perfect for any occasion.;Women's Blue Cotton Printed Dress - Family Fashion;Elegant blue cotton dress with geometric print and tassel detail.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Women's Dress"",""Cotton Dress"",""Printed Dress"",""Ethnic Dress"",""Blue Dress"",""Casual Dress"",""Summer Dress"",""Indian Fashion""]";5.00;Chic Blue Printed Cotton Dress;2026-06-19 08:55:05.07514+00;[]
"{""care_instructions"":""Dry clean recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Luxurious silk fabric"",""Vibrant floral & ikat patterns"",""Intricate blouse embroidery"",""Coordinating dupatta with gold border"",""Perfect for festive occasions""],""material"":""Blended Silk (Lehenga and Dupatta), Silk Blend (Blouse)"",""product_hint"":""Light Green & Blue Combination Embroidered Silk Lehenga Choli with Dupatta"",""product_type"":""fashion"",""product_videos"":[]}";Lehenga Choli;12500.00;0.00;2026-06-19 09:03:49.026146+00;Embrace timeless elegance with our stunning Light Green & Blue Combination Embroidered Silk Lehenga Choli. This exquisite ensemble features a vibrant floral print lehenga with a contrasting ikat-patterned border, perfectly complemented by an embroidered blouse and a deep blue silk dupatta. Crafted from luxurious silk, it offers both comfort and a regal drape. Ideal for weddings, festive occasions, or grand celebrations, this lehenga choli set ensures you stand out with its unique blend of traditional and contemporary aesthetics. Feel confident and beautiful at every event.;7;0c3a04b4-cb56-49c7-91b5-9c6c4ec5395f;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/1df9f6aa-4db9-4092-bd81-62be1ced5f4f.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/46b3c71a-c4ac-461f-8748-4d8bef2f8d30.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/260ad486-cd18-43b3-82ca-ba84f8991eb4.jpg""]";1;true;true;true;{};10625.00;0;7;Shop this elegant Light Green & Blue Combination Embroidered Silk Lehenga Choli with Dupatta. Perfect for weddings and festive occasions.;Light Green & Blue Silk Lehenga Choli with Dupatta;Elegant floral and ikat silk lehenga choli set.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Lehenga Choli"",""Silk Lehenga"",""Floral Print"",""Ikat Design"",""Embroidered Blouse"",""Festive Wear"",""Wedding Outfit"",""Indian Ethnic Wear""]";5.00;Floral & Ikat Silk Lehenga Choli;2026-06-19 09:03:49.026146+00;[]
"{""care_instructions"":""Dry Clean Only"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Intricate floral embroidery"",""Contemporary fusion design"",""Comfortable and stylish"",""Draped dupatta included"",""Perfect for occasions""],""material"":""Silk Blend / Georgette (Lehenga, Choli, Dupatta)"",""product_hint"":""superb combination of printed & embroidered design Fusion Lehenga Choli with dupatta"",""product_type"":""fashion"",""product_videos"":[]}";Women's Ethnic Wear;4999.00;0.00;2026-06-19 09:11:45.553124+00;Embrace contemporary elegance with our Fusion Embroidered Lehenga Choli with Dupatta. This stunning ensemble features a beautifully printed lehenga skirt adorned with intricate floral embroidery, perfectly paired with a matching embroidered choli blouse. The modern fusion design is elevated by a draped dupatta, adding a touch of sophisticated charm. Ideal for weddings, festive occasions, or grand celebrations, this outfit ensures comfort without compromising on style, making you the center of attention wherever you go. Its unique blend of traditional craftsmanship and modern aesthetics offers a fresh and appealing look.;7;dafdcc93-58ea-4256-af58-76619f2c2b7e;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/c0c3ea64-b78b-4740-81c4-d79dd5b99155.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/06c9a881-a9c2-4f7e-b42c-7524eea1e8de.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2b9820ac-5286-4c12-975e-591a8dab93a0/e57b2508-f713-46b9-afd0-b7c67005b0fd.jpg""]";11;true;true;true;{};4649.00;0;7;Discover our exquisite Fusion Embroidered Lehenga Choli with Dupatta. Perfect for festive occasions and celebrations. Shop now at Family Fashion Boutique.;Buy Fusion Embroidered Lehenga Choli with Dupatta;Stunning embroidered fusion lehenga choli with draped dupatta.;;d9af8911-7c81-4008-99c7-97c6a57a9261;"[""Lehenga Choli"",""Fusion Wear"",""Embroidered Lehenga"",""Party Wear"",""Festive Outfit"",""Indian Ethnic Wear"",""Modern Traditional"",""Wedding Attire""]";5.00;Fusion Embroidered Lehenga Choli Set;2026-06-19 09:11:45.553124+00;[]
"{""allergens"":""not yet known allergens"",""fssai_license"":""1234"",""highlights"":[],""ingredients"":""Natural dehydrated fruits"",""nutritional_info"":""not yet calculated"",""product_hint"":""Fru10 Candy bar"",""product_type"":""food"",""product_videos"":[],""shelf_life"":""4 months""}";Burger;10.00;0.00;2026-06-21 07:38:04.226353+00;;7;7278b25b-df76-45e4-b2fd-063bc62aefba;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/aa1fa64a-9b2f-4cf7-bbd3-3bb7849f595b/ecb1a4d1-5e00-4a3e-8f9b-f5257c60a2f4.jpg""]";98;true;true;true;"{""available_modes"":[""takeaway"",""delivery""],""diet"":""non_veg"",""prep_minutes"":30,""spice_level"":2}";10.00;0;7;;;made from real dehydrated fruits;127910;ea77b9a3-e14d-4418-8a44-bc5e0f25b9b3;[];5.00;Fru10 Candy one size;2026-07-14 09:23:34.800808+00;"[{""name"":""Dark Edition"",""values"":[{""images"":[],""value"":""X"",""videos"":[]}]},{""name"":"""",""values"":[]}]"
"{""highlights"":[],""product_type"":""handmade"",""product_videos"":[],""source_kind"":""sourcing"",""sourced_from"":""8b9f3835-623e-4eb9-9f83-c355b48fefa7""}";Electrical > bulb;;145.00;2026-07-07 07:24:52.236378+00;Illuminate your home with the powerful Gramlite Jumbo 26W LED bulb. Enjoy a bright and refreshing cool white light that's perfect for living rooms, kitchens, or workspaces. This energy-efficient bulb offers long-lasting performance, helping you save on electricity bills while providing consistent, high-quality illumination for a comfortable and inviting atmosphere in any room.;7;c10aef11-5e98-4c6b-ac97-ab480a7e22c3;"[""https://5.imimg.com/data5/SELLER/Default/2024/2/386956794/EO/JN/NT/3168025/gramlite-jumbo-26w-led-bulb-cw-250x250.jpeg""]";17;true;true;true;{};232.00;0;7;;;;ABC214;309b2d56-2ed2-4705-b762-b80c8774bda6;[];0.00;Gramlite Jumbo 26W LED Bulb - Cool White Glow;2026-07-10 07:54:25.533401+00;[]
"{""allergens"":""artificial flavour"",""fssai_license"":""1234"",""highlights"":[],""ingredients"":""mint and resin"",""nutritional_info"":""none"",""product_hint"":""chewing gum with mint"",""product_type"":""food"",""product_videos"":[],""shelf_life"":""6 months""}";;10.00;2.00;2026-07-07 14:46:40.276068+00;;7;21920e9f-5453-41c1-bdda-3716aae1f4ef;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/c5745d39-964b-4bc7-9bb0-1362c6962280/ai-product/8c48ea1f-6537-4ec3-a1d6-7305fb23e5f6.png""]";0;true;true;true;{};10.00;0;7;;;Chewing gum mint flavoured;;cf162297-7491-44b6-a565-1527e5b052f3;[];5.00;Chewing Gum;2026-07-07 14:46:40.276068+00;[]
"{""fssai_license"":""67662345678986"",""highlights"":[],""product_type"":""food"",""product_videos"":[]}";Milk;119.00;0.00;2026-07-13 07:15:35.877148+00;;7;b59830df-5c98-4049-85ec-592be0f5a511;[];3;true;true;true;{};119.00;0;7;;;ss;ABC214;a1766301-4cb4-4d3c-8f7f-ebdb87b3668b;[];0.00;new prod;2026-07-15 09:27:06.504598+00;[]
"{""allergens"":""not yet known allergens"",""fssai_license"":""1234"",""highlights"":[],""ingredients"":""Natural dehydrated fruits"",""making_time"":""3"",""material"":""canvas"",""nutritional_info"":""not yet calculated"",""product_hint"":""Poster for decor"",""product_type"":""handmade"",""product_videos"":[],""shelf_life"":""4 months""}";Poster;500.00;500.00;2026-07-14 08:13:51.201828+00;;7;0771c39a-0d0f-4757-b542-97ae2f775b68;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/aa1fa64a-9b2f-4cf7-bbd3-3bb7849f595b/e198c1c7-3f04-4334-abc9-7e84c6b0df4f.jpg""]";15;true;true;true;{};500.00;0;7;;;AI generated wall decor;POS1A9807;ea77b9a3-e14d-4418-8a44-bc5e0f25b9b3;[];5.00;Poster for Decor;2026-07-14 08:48:58.568331+00;[]
"{""allergens"":""not yet known allergens"",""fssai_license"":""1234"",""highlights"":[],""ingredients"":""Natural dehydrated fruits"",""nutritional_info"":""not yet calculated"",""product_hint"":""asfasd"",""product_type"":""food"",""product_videos"":[],""shelf_life"":""4 months""}";Coffee;10.00;0.00;2026-07-14 08:50:38.969764+00;;7;b1cbbfb8-d93e-48e3-b37d-f81553c83b7e;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/aa1fa64a-9b2f-4cf7-bbd3-3bb7849f595b/e7bb5963-0a4e-4011-a830-67cb17daf50f.jpg""]";0;true;true;true;{};10.00;0;7;;;abc;ertewttetet;ea77b9a3-e14d-4418-8a44-bc5e0f25b9b3;[];5.00;abc;2026-07-15 07:11:00.574925+00;[]
"{""expiry_date"":""2026-12-31"",""highlights"":[""Inspired by elegant Indian architecture"",""Uplifting and calming aroma"",""Long-lasting fragrance"",""Creates a serene ambiance"",""Perfect for all living spaces"",""Luxurious and refreshing""],""ingredients"":""Alcohol Denat., Aqua (Water), Parfum (Fragrance), Essential Oils, Linalool, Limonene, Geraniol, Citronellol, Citral, Benzyl Benzoate, Eugenol. (Specific fragrance notes include sandalwood, jasmine, and a hint of fresh citrus as suggested by the serene and clean architecture, 'Prabhat Bhawan' and 'Om' symbols)."",""product_type"":""beauty"",""product_videos"":[],""skin_type"":""All Skin Types"",""usage_instructions"":""Spray lightly into the air, avoiding direct contact with fabrics and finished surfaces. Hold bottle upright and spray several times to release a fine mist. For best results, use in well-ventilated areas.""}";beauty;;0.00;2026-07-15 10:36:53.457795+00;Transform your living space into a sanctuary of peace and tranquility with our Divine Aura Home Fragrance. Inspired by the serene elegance of modern Indian architecture, this exquisite fragrance brings a harmonious blend of traditional sophistication and contemporary refreshment to your home. Its long-lasting formula ensures a continuous, subtle aroma that uplifts moods, reduces stress, and creates an inviting ambiance for guests and family alike. Perfect for daily use or special occasions, it infuses every corner with a fresh, clean scent, reminiscent of a beautifully maintained, blessed home. Experience the perfect blend of luxury and cultural charm, making your home truly divine.;7;10d12666-9b12-48d5-bec8-01fb29dbc1d2;[];0;true;true;true;{};799.00;0;7;Experience peace with Balaji's Divine Aura Home Fragrance. A luxury scent for serene living, inspired by Indian architecture. Long-lasting & uplifting.;Divine Aura Home Fragrance - Serene Indian Ambiance;Uplifting home fragrance for a serene, blessed ambiance.;ABC214;abed0fec-3e57-47eb-8781-e7beac7ceb0e;"[""Home Fragrance"",""Aroma Diffuser"",""Air Freshener"",""Indian Inspired"",""Luxury Scent"",""Stress Relief"",""Home Decor"",""Prabhat Bhawan""]";0.00;Divine Aura Home Fragrance;2026-07-15 10:36:53.457795+00;[]
"{""highlights"":[],""product_hint"":""chewing gum with mint"",""product_type"":""physical"",""product_videos"":[]}";Gum;10.00;0.00;2026-07-16 08:38:54.950868+00;;7;c8c699cc-75b3-48c0-9a35-e1f65d93d31e;[];10;true;true;true;{};10.00;5;7;;;;CG-123;3079ef7e-9482-41c5-96b1-b06eba72b4d6;[];0.00;Chewing gum;2026-07-16 08:39:30.740848+00;[]
