created_at;display_name;hero_archetypes;icon;id;image_style;is_active;merchant_facing;palette_hints;prompt_addendum;section_priority;sort_order;subcategory;updated_at;vertical;vocabulary
2026-05-19 09:06:07.378889+00;Toys & Games;;;e37171f6-0fa2-49f6-ad1e-a7c31379e94c;kids playing, colourful sets;true;true;bright primaries;Educational and fun toys.;"[""announcement_bar"",""hero"",""category_grid"",""featured_products"",""testimonials"",""newsletter""]";130;toys;2026-05-19 09:06:07.378889+00;kids;Age-appropriate, fun, learn
2026-05-19 09:06:07.378889+00;Baby Clothing;;;4759385c-3f69-4f6a-9655-626914020390;soft baby studio, nursery;true;true;soft pastels;Soft, breathable infant wear.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";131;baby-clothing;2026-05-19 09:06:07.378889+00;kids;Soft, organic cotton, safe
2026-05-19 09:06:07.378889+00;Baby Gear;;;204f44d4-e208-4a6e-8685-c7dab44f3a90;parents with babies, outdoor;true;true;soft grey, blush;Strollers, car seats, carriers.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";132;baby-gear;2026-05-19 09:06:07.378889+00;kids;Safe, certified, ergonomic
2026-05-19 09:06:07.378889+00;School Supplies;;;b31a2df9-c015-47df-9383-5e251a5d6cf5;school kit flat-lays;true;true;school blue, bright accent;Bags, lunch boxes, stationery.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""trust_badges"",""newsletter""]";133;school-supplies;2026-05-19 09:06:07.378889+00;kids;Back-to-school, durable, fun
2026-05-19 09:06:07.378889+00;Kids Books;;;51de315c-c963-4cdd-affe-6bb17aa1d038;kids reading, illustrated covers;true;true;warm yellow, soft red;Storybooks, activity books.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";134;books-kids;2026-05-19 09:06:07.378889+00;kids;Imagination, age-grouped, read-aloud
2026-05-19 09:06:07.378889+00;Educational Toys;;;61842ba5-4896-4c54-b520-de5d4d113136;kids engaged with toys;true;true;crisp white, primary accent;STEM, learning toys.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";135;educational;2026-05-19 09:06:07.378889+00;kids;STEM, learn-by-doing, skill
2026-05-19 09:06:07.378889+00;Diapering;;;09035c28-6996-4ec0-90b5-880771dab5b9;clean nursery, parent-baby;true;true;soft white, mint;Diapers, wipes, rash creams.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";136;diapering;2026-05-19 09:06:07.378889+00;kids;Gentle, dermatologist-tested, absorbent
2026-05-19 09:06:07.378889+00;Feeding & Bottles;;;cb81f392-6554-4a96-8a5a-bbb73eb6e884;feeding scenes, clean macros;true;true;soft pastel;Bottles, sippers, bibs.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";137;feeding;2026-05-19 09:06:07.378889+00;kids;BPA-free, easy-flow, hygienic
2026-05-19 09:06:07.378889+00;Fiction Books;;;94bc8c1c-d243-449d-b93e-e540cb494577;book covers, reading scenes;true;true;cream paper, deep ink;Literary, contemporary, regional fiction.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";140;fiction;2026-05-19 09:06:07.378889+00;books;Story, narrative, bestseller
2026-05-19 09:06:07.378889+00;Non-Fiction;;;e85f8973-80b4-4e66-a731-6eb7acdd25f7;book stacks, professional;true;true;warm beige, deep navy;Biographies, business, self-help.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";141;non-fiction;2026-05-19 09:06:07.378889+00;books;Insight, perspective, transformative
2026-05-19 09:06:07.378889+00;Academic & Reference;;;684e700f-73c2-474d-9e88-cda66bda9da0;study desks, organised stacks;true;true;clean white, scholarly blue;Textbooks, competitive exam prep.;"[""announcement_bar"",""hero"",""category_grid"",""featured_products"",""testimonials"",""trust_badges"",""newsletter""]";142;academic;2026-05-19 09:06:07.378889+00;books;Curriculum, syllabus, proven
2026-05-19 09:06:07.378889+00;Regional Language Books;;;9e118aff-be95-4879-930b-b60f154db9b2;culturally rooted imagery;true;true;warm earth tones;Hindi, Tamil, Bengali, etc.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";143;regional;2026-05-19 09:06:07.378889+00;books;Bhasha, sahitya, classics
2026-05-19 09:06:07.378889+00;Comics & Manga;;;cbab5f41-aec0-4615-b916-c276c1b60a37;dynamic comic-style art;true;true;vibrant primary, bold;Comic books, graphic novels.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";144;comics;2026-05-19 09:06:07.378889+00;books;Hero, panel, collector
2026-05-19 09:06:07.378889+00;Art Supplies;;;224ec67c-21f6-4b45-ad80-40b579848fe1;artist studio, paint-splattered;true;true;vivid palette;Paints, brushes, sketching kits.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""image_with_text"",""newsletter""]";145;art-supplies;2026-05-19 09:06:07.378889+00;books;Pigment, premium, expressive
2026-05-19 09:06:07.378889+00;Office Stationery;;;bc35d4d4-4610-43d6-b70d-b8eedf803826;desk flat-lays;true;true;muted neutrals;Pens, notebooks, organisers.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""image_with_text"",""newsletter""]";146;office-stationery;2026-05-19 09:06:07.378889+00;books;Productive, refined, daily use
2026-05-19 09:06:07.378889+00;Planners & Journals;;;0bf8faa0-2f75-4831-b082-718e8c01f01b;flat-lay with pen and coffee;true;true;linen beige, soft sage;Daily planners, journals, diaries.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";147;planners;2026-05-19 09:06:07.378889+00;books;Mindful, structured, goal-led
2026-05-19 09:06:07.378889+00;Gym Equipment;;;6908d762-60ea-4498-887b-da44aba4e95d;gym setups, action;true;true;black, accent neon;Weights, benches, machines.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";150;gym-equipment;2026-05-19 09:06:07.378889+00;sports;Strength, gain, transformation
2026-05-19 09:06:07.378889+00;Cricket Gear;;;9a4e3fd0-850c-4c8b-b5b9-630d31898904;field action, gear close-ups;true;true;willow, deep green;Bats, balls, pads, kits.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""trust_badges"",""newsletter""]";151;cricket;2026-05-19 09:06:07.378889+00;sports;Pro-grade, willow, certified
2026-05-19 09:06:07.378889+00;Football & Soccer;;;0484ff3c-fb70-4539-be41-45e03ead23d6;field shots, boots;true;true;black-and-white, neon;Balls, boots, kits.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";152;football;2026-05-19 09:06:07.378889+00;sports;Match-ready, agility, control
2026-05-19 09:06:07.378889+00;Badminton;;;271d7063-98c6-4180-9c88-8972b630f242;court shots, racket;true;true;crisp white, electric accent;Rackets, shuttles, shoes.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";153;badminton;2026-05-19 09:06:07.378889+00;sports;Lightweight, power, agility
2026-05-19 09:06:07.378889+00;Yoga Gear;;;f1b5d4cd-faf0-4bfd-bab6-af83bab0e2b9;studio scenes, calm;true;true;sage, terracotta;Mats, blocks, apparel.;"[""announcement_bar"",""hero"",""image_with_text"",""featured_products"",""testimonials"",""newsletter""]";154;yoga-gear;2026-05-19 09:06:07.378889+00;sports;Mindful, alignment, flow
2026-05-19 09:06:07.378889+00;Cycling;;;6cc60a27-558f-4fc1-8763-4188e3e81bdb;outdoor ride photography;true;true;neon yellow, charcoal;Bicycles, helmets, gear.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";155;cycling;2026-05-19 09:06:07.378889+00;sports;Adventure, gear-up, ride
2026-05-19 09:06:07.378889+00;Outdoor & Adventure;;;73b0f1eb-ae18-4718-aa8d-279179de9ce4;mountain expedition shots;true;true;khaki, forest green;Camping, trekking, gear.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";156;outdoor;2026-05-19 09:06:07.378889+00;sports;Trail, durable, expedition
2026-05-19 09:06:07.378889+00;Fitness Apparel;;;c45a6cb6-893f-4f30-b7fa-b542c3fb6c2a;athletes in motion;true;true;black, neon;Performance wear.;"[""announcement_bar"",""hero"",""featured_products"",""brand_marquee"",""trust_badges"",""newsletter""]";157;fitness-apparel;2026-05-19 09:06:07.378889+00;sports;Sweat-wicking, sculpted, performance
2026-05-19 09:06:07.378889+00;Car Accessories;;;7c1d8fb0-c791-49f4-ac8a-893d87f0dc58;car detail close-ups;true;true;tech grey, gloss black;Interior, exterior add-ons.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""trust_badges"",""newsletter""]";170;car-accessories;2026-05-19 09:06:07.378889+00;automotive;Custom-fit, durable, upgrade
2026-05-19 09:06:07.378889+00;Bike Accessories;;;98029897-1a5e-4da4-9f6b-c63742876918;bike close-ups, riding shots;true;true;matte black, bold accent;Two-wheeler add-ons.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""trust_badges"",""newsletter""]";171;bike-accessories;2026-05-19 09:06:07.378889+00;automotive;Performance, custom, premium
2026-05-19 09:06:07.378889+00;Helmets & Safety;;;aa36cc8a-66d7-4f13-8ba1-0757dcfc4bf7;rider portraits, certification badges;true;true;black, neon;Certified riding gear.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";172;helmets;2026-05-19 09:06:07.378889+00;automotive;ISI, DOT, certified, safe
2026-05-19 09:06:07.378889+00;Car Care;;;492c35ef-23e6-4690-91bf-9baef5c6525d;glossy car finishes;true;true;glossy black, deep blue;Wash, polish, detailing.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";173;car-care;2026-05-19 09:06:07.378889+00;automotive;Shine, protect, detailer-grade
2026-05-19 09:06:07.378889+00;EV Accessories;;;7cec1244-e853-4c69-9757-b55727c9318d;modern EVs, charging stations;true;true;clean white, eco green;Chargers, cables, EV add-ons.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";174;ev-accessories;2026-05-19 09:06:07.378889+00;automotive;Range, fast-charge, eco
2026-05-19 09:06:07.378889+00;Dog Supplies;;;dfd102ab-cdec-43dd-afd5-5e45b1e6df07;dogs playing, cozy;true;true;warm tan, soft cream;Food, toys, accessories.;"[""announcement_bar"",""hero"",""category_grid"",""featured_products"",""testimonials"",""newsletter""]";180;dog;2026-05-19 09:06:07.378889+00;pets;Happy, tail-wagging, premium
2026-05-19 09:06:07.378889+00;Cat Supplies;;;47f9ea7c-ea9b-4f91-ab2d-edf8be345508;calm cat portraits;true;true;soft grey, mint;Cat food, litter, toys.;"[""announcement_bar"",""hero"",""category_grid"",""featured_products"",""testimonials"",""newsletter""]";181;cat;2026-05-19 09:06:07.378889+00;pets;Purr-fect, gentle, indoor
2026-05-19 09:06:07.378889+00;Bird Supplies;;;9c2d92ec-6fd3-4568-8766-5b14a1204a98;colourful bird shots;true;true;sky blue, sunny yellow;Cages, feed, perches.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""newsletter""]";182;bird;2026-05-19 09:06:07.378889+00;pets;Chirp, free, flock
2026-05-19 09:06:07.378889+00;Fish & Aquarium;;;3f059d94-2db9-485b-8d11-fa86564ea307;aquarium photography;true;true;aqua blue, coral;Tanks, fish food, accessories.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""newsletter""]";183;fish;2026-05-19 09:06:07.378889+00;pets;Aquatic, ecosystem, vibrant
2026-05-19 09:06:07.378889+00;Pet Food & Treats;;;23eefce8-300a-4e3a-9b8a-2adca383e2e5;happy pets eating;true;true;warm orange, cream;Nutritious meals for pets.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";184;pet-food;2026-05-19 09:06:07.378889+00;pets;Nutrient-rich, vet-approved, tasty
2026-05-19 09:06:07.378889+00;Pet Grooming;;;cab88266-ebde-42f4-bfc6-c649c4d8ee28;clean pet portraits;true;true;soft blue, mint;Shampoos, brushes, accessories.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";185;pet-grooming;2026-05-19 09:06:07.378889+00;pets;Gentle, salon, tear-free
2026-05-19 09:06:07.378889+00;Pet Accessories;;;e42ad3dc-e8c3-4482-9693-c3e961095052;pets with accessories;true;true;warm tan, soft pink;Collars, leashes, beds.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""image_with_text"",""newsletter""]";186;pet-accessories;2026-05-19 09:06:07.378889+00;pets;Comfort, style, daily
2026-05-24 10:12:54.144145+00;Doctor / Clinic;clinic-portrait, doctor-with-stethoscope, calm-waiting-room;;c1086237-518c-4223-94d1-66791b84249f;clean clinical photography, soft natural light, calm tones;true;true;medical white, trust blue, soft teal, sage;Independent doctor or small clinic. Emphasise trust, qualifications, consultation hours, and a prominent Book Appointment CTA. Hero should feel calm and clinical, not promotional. Show specialisations, fees, and a clean schedule view.;"[""announcement_bar"",""hero"",""usp_strip"",""image_with_text"",""testimonials"",""contact_form"",""newsletter""]";200;doctor-clinic;2026-05-24 10:12:54.144145+00;services;Consultation, OPD, appointment, MBBS, specialisation, patient, prescription, follow-up, family doctor, second opinion
2026-05-19 09:06:07.378889+00;Handloom Textiles;;;5bf93e92-f77c-4af5-a325-99dd9c6c9424;weaver portraits, loom close-ups;true;true;deep indigo, ochre, ivory;Khadi, ikat, banarasi, kanjeevaram.;"[""announcement_bar"",""hero"",""collection_showcase"",""image_with_text"",""featured_products"",""testimonials"",""newsletter""]";200;handloom;2026-05-19 09:06:07.378889+00;handicraft;Weaver, loom, artisan, GI-tagged
2026-05-24 10:12:54.144145+00;Nursing Home / Multi-Speciality;hospital-facade, doctor-team, modern-ward;;919473da-8a68-4a27-87cf-ca527078c06a;documentary hospital photography, bright corridors, warm humans;true;true;hospital white, deep navy trust, emerald accent;Multi-doctor nursing home with departments (cardiology, ortho, paediatrics, etc.). Hero must convey 24x7 availability, emergency line, and easy appointment booking. Show department grid, doctor team, in-patient facilities and insurance partners.;"[""announcement_bar"",""hero"",""category_grid"",""usp_strip"",""image_with_text"",""testimonials"",""contact_form"",""newsletter""]";201;nursing-home;2026-05-24 10:12:54.144145+00;services;Department, in-patient, OPD, ICU, emergency, specialist, on-call, admission, diagnostic
2026-05-19 09:06:07.378889+00;Pottery & Ceramics;;;37eadc41-ac28-448c-8d84-7a2bbd5e3d2e;potter's hands, kiln fire;true;true;terracotta, glazed teal;Hand-thrown pottery.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""newsletter""]";201;pottery;2026-05-19 09:06:07.378889+00;handicraft;Wheel-thrown, kiln, artisan
2026-05-24 10:12:54.144145+00;Dental Clinic;smiling-patient, modern-chair, before-after-smile;;8c6ba989-40b9-4aed-98f8-e0c09bf8e8a9;crisp dental photography, white backgrounds, confident smiles;true;true;pearl white, mint, soft coral, charcoal;Cosmetic and family dentistry. Hero should be bright, confident, and smile-led. Highlight services (whitening, aligners, root canal), pricing transparency, EMI options, and appointment booking.;"[""announcement_bar"",""hero"",""usp_strip"",""image_with_text"",""featured_products"",""testimonials"",""newsletter""]";202;dental-clinic;2026-05-24 10:12:54.144145+00;services;Smile, aligners, whitening, root canal, scaling, implant, paediatric dentistry, cosmetic
2026-05-19 09:06:07.378889+00;Paintings;;;4fd63c26-3592-4c51-b0db-d2f1a0a1411f;gallery installations;true;true;rich earth tones;Madhubani, Warli, Tanjore, contemporary.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";202;paintings;2026-05-19 09:06:07.378889+00;handicraft;Original, signed, gallery
2026-05-19 09:06:07.378889+00;Sculptures;;;6cc02c9d-e556-444b-850e-f37d3a52f431;sculpture gallery shots;true;true;warm bronze, deep stone;Bronze, marble, terracotta art.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";203;sculptures;2026-05-19 09:06:07.378889+00;handicraft;Sculpted, heirloom, signed
2026-05-24 10:12:54.144145+00;Physiotherapy & Rehab;therapist-with-patient, rehab-equipment, motion-stretch;;762c70b4-0988-41ea-8916-5e0b456e4b7d;warm rehab studio photography, motion-blur action shots;true;true;calming sage, soft orange, slate, off-white;Physiotherapist or rehab studio offering at-clinic and home-visit sessions. Hero should feel energetic and recovery-focused. Show conditions treated, session packages, and home-visit toggle.;"[""announcement_bar"",""hero"",""usp_strip"",""image_with_text"",""testimonials"",""featured_products"",""newsletter""]";203;physio-rehab;2026-05-24 10:12:54.144145+00;services;Recovery, mobility, pain relief, sports injury, post-surgery, home visit, session package
2026-05-19 09:06:07.378889+00;Craft Kits;;;f15b9c88-9090-423b-9f20-644a0efd3c17;colourful project flat-lays;true;true;bright primary;DIY craft kits.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""image_with_text"",""newsletter""]";204;craft-kits;2026-05-19 09:06:07.378889+00;handicraft;Crafty, DIY, screen-free
2026-05-24 10:12:54.144145+00;Ayurveda & Wellness Clinic;traditional-therapy, herbs-flatlay, vaidya-portrait;;5aa830cb-ae36-458e-9151-4def5aa94e5d;warm earthy photography, brass + herbs, candlelit treatment rooms;true;true;sandalwood, sage green, ochre, terracotta;Authentic Ayurveda clinic / Panchakarma centre. Hero should feel grounded, traditional, premium-wellness. Show therapies, doctor lineage, treatment packages, retreat options.;"[""announcement_bar"",""hero"",""image_with_text"",""usp_strip"",""featured_products"",""testimonials"",""newsletter""]";204;ayurveda-clinic;2026-05-24 10:12:54.144145+00;services;Dosha, Panchakarma, abhyanga, vaidya, herbal, classical, retreat, consultation
2026-05-19 09:06:07.378889+00;Madhubani / Warli / Folk Art;;;36c497ed-d4c6-4c05-b33f-13d46cbe24c4;folk art close-ups;true;true;earthen ochre, deep maroon;Tribal and folk paintings.;"[""announcement_bar"",""hero"",""collection_showcase"",""image_with_text"",""featured_products"",""newsletter""]";205;folk-art;2026-05-19 09:06:07.378889+00;handicraft;Tribal, mythic, heritage
2026-05-24 10:12:54.144145+00;Veterinary Clinic;vet-with-pet, happy-dog, exam-room;;aa07338d-870b-4c75-9d72-3d64e4b85fa6;candid pet photography, soft natural light, joyful expressions;true;true;warm cream, friendly teal, paw-print orange;Pet doctor / animal hospital. Hero must feel warm, friendly, pet-positive. Show services (vaccination, grooming, surgery), home-visit option, and emergency line.;"[""announcement_bar"",""hero"",""usp_strip"",""image_with_text"",""testimonials"",""featured_products"",""newsletter""]";205;veterinary-clinic;2026-05-24 10:12:54.144145+00;services;Vaccination, deworming, grooming, neuter, home visit, pet wellness, vet on call
2026-05-24 10:12:54.144145+00;Diagnostic Lab / Imaging;lab-technician, sample-vials, modern-equipment;;7814e2ed-e485-4b3d-879a-192de6879835;clean lab photography, blue-lit equipment, precise compositions;true;true;clinical white, electric blue, lime accent;Pathology lab or imaging centre with home sample collection. Hero must communicate speed, accuracy, and home-collection booking. Show test packages, lab certifications, sample-pickup toggle.;"[""announcement_bar"",""hero"",""featured_products"",""usp_strip"",""image_with_text"",""testimonials"",""newsletter""]";206;diagnostic-lab;2026-05-24 10:12:54.144145+00;services;Home collection, NABL, report, full body checkup, blood test, scan, package
2026-05-19 09:06:07.378889+00;Brass & Metalware;;;ade4ee41-8b5b-4d3b-b9a4-a8b18ec4b6c6;metal craftsmen workshops;true;true;copper, bronze, deep black;Brass, copper, bronze items.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";206;brass-metal;2026-05-19 09:06:07.378889+00;handicraft;Heirloom, hand-spun, traditional
2026-05-19 09:06:07.378889+00;Woodcraft;;;4c23169e-14bd-4a3a-b0b0-b58d832f21c0;workshop scenes, chisel close-ups;true;true;warm walnut, deep teak;Hand-carved wood items.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";207;woodcraft;2026-05-19 09:06:07.378889+00;handicraft;Carved, sustainable, heirloom
2026-05-24 10:12:54.144145+00;Unisex Salon;salon-interior, stylist-at-work, after-look-portrait;;2ab2fe57-c3a5-4144-87ed-c1aad169a47a;editorial salon photography, mirror reflections, warm tungsten light;true;true;espresso brown, blush, gold accent, cream;Full-service unisex salon. Hero must show stylish interiors and a clear Book Appointment CTA. Show service menu by category (hair, skin, nails), stylist team, packages, and walk-in vs appointment options.;"[""announcement_bar"",""hero"",""category_grid"",""image_with_text"",""testimonials"",""featured_products"",""newsletter""]";210;unisex-salon;2026-05-24 10:12:54.144145+00;services;Stylist, blow-dry, balayage, manicure, pedicure, facial, package, walk-in, family salon
2026-05-24 10:12:54.144145+00;Independent Hair Stylist;stylist-portrait, signature-cut, before-after;;a023ee39-2cd6-4af6-9437-fa41ee267e59;high-fashion portrait photography, dramatic lighting, hero close-ups;true;true;jet black, hot pink accent, soft cream;Solo hair stylist or freelance creative. Hero must feel personal, portfolio-led, premium. Show signature looks, before/after, home-visit toggle, and direct DM booking.;"[""announcement_bar"",""hero"",""image_with_text"",""testimonials"",""featured_products"",""newsletter"",""contact_form""]";211;hair-stylist;2026-05-24 10:12:54.144145+00;services;Cut, colour, balayage, keratin, bridal hair, home visit, signature look
2026-05-24 10:12:54.144145+00;Barber / Men's Grooming;barber-portrait, beard-detail, vintage-chair;;f89b3945-245e-4c6a-8067-8499628003d6;moody documentary photography, leather + brass textures, grain;true;true;charcoal, leather brown, brass, off-white;Modern barber shop or men's grooming studio. Hero must feel masculine, crafted, no-nonsense. Show beard styles, fade gallery, hot-towel shave, membership plans.;"[""announcement_bar"",""hero"",""image_with_text"",""featured_products"",""testimonials"",""usp_strip"",""newsletter""]";212;barber-shop;2026-05-24 10:12:54.144145+00;services;Fade, beard sculpt, hot-towel shave, classic crop, membership, walk-in
2026-05-24 10:12:54.144145+00;Spa & Wellness Centre;calm-treatment-room, oil-pouring, serene-portrait;;db707fc7-2460-4907-99e9-d6a2a560e3c4;soft-focus spa photography, candle glow, sumptuous textures;true;true;warm beige, sage, copper, soft white;Luxury day spa or wellness retreat. Hero must feel serene, sensorial, premium. Show signature treatments, couple suites, membership tiers, and gift cards.;"[""announcement_bar"",""hero"",""image_with_text"",""featured_products"",""testimonials"",""values"",""newsletter""]";213;spa-wellness;2026-05-24 10:12:54.144145+00;services;Aromatherapy, signature massage, couple suite, hammam, day pass, membership
2026-05-24 10:12:54.144145+00;Nail Studio;nail-art-closeup, hands-styled, studio-flatlay;;60e2209c-0abe-491a-965a-21ed34e14bc8;high-saturation product macro, pastel backgrounds, playful props;true;true;soft pink, lilac, neon accent, cream;Modern nail bar / nail art studio. Hero must feel playful, colourful, Instagrammable. Show nail-art gallery, extensions menu, party packages, and walk-in slots.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""testimonials"",""usp_strip"",""newsletter""]";214;nail-studio;2026-05-24 10:12:54.144145+00;services;Gel, extensions, nail art, French, ombre, party, walk-in, instant-book
2026-05-24 10:12:54.144145+00;Makeup & Mehendi Artist;bride-portrait, mehendi-hands, behind-the-scenes;;fb59b73b-fe8a-4ab0-82f0-03e0e6cf395e;romantic bridal photography, gold light, intricate detail close-ups;true;true;blush rose, deep maroon, gold leaf, ivory;Freelance bridal makeup / mehendi artist. Hero must feel bridal, festive, premium-portfolio. Show packages (engagement, bride, party), home-visit zones, and inquiry form.;"[""announcement_bar"",""hero"",""image_with_text"",""testimonials"",""featured_products"",""contact_form"",""newsletter""]";215;makeup-mehendi;2026-05-24 10:12:54.144145+00;services;Bridal, engagement, party makeup, airbrush, mehendi, home visit, destination
2026-05-24 10:12:54.144145+00;Home-Visit Professional;professional-at-door, kit-flatlay, friendly-handshake;;7d1b5d5f-8eb1-4008-a8ec-0758dc576d5d;warm documentary photography, doorstep moments, real customers;true;true;trust blue, fresh green, soft white;At-home service specialist (any vertical: doctor, salon, physio, pet groomer). Hero must lead with pincode-check + Home Visit toggle. Show coverage map, travel-fee transparency, slot picker.;"[""announcement_bar"",""hero"",""usp_strip"",""image_with_text"",""contact_form"",""testimonials"",""newsletter""]";216;home-visit-pro;2026-05-24 10:12:54.144145+00;services;Pincode, home visit, travel fee, on-call, doorstep service, slot, family pack
2026-05-19 09:06:07.378889+00;Diwali Gifting;;;7e25a616-4d84-4d8a-9db6-286273297998;diyas, festive setups;true;true;saffron, gold, deep red;Diwali hampers, decor, sweets.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";220;diwali;2026-05-19 09:06:07.378889+00;gifts;Shubh, festive, gifting
2026-05-19 09:06:07.378889+00;Rakhi Gifting;;;a43ef17a-72e4-4605-95e4-6267b36eea07;rakhi thali, sibling shots;true;true;red, gold, ivory;Rakhi, gifts for siblings.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";221;rakhi;2026-05-19 09:06:07.378889+00;gifts;Bhaiya, bond, festive
2026-05-19 09:06:07.378889+00;Wedding Gifts;;;4e59ca9d-772a-4da1-a8ae-8c2eb91d5df2;luxe wedding setups;true;true;rose gold, ivory;Wedding favours, hampers.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""testimonials"",""newsletter""]";222;wedding;2026-05-19 09:06:07.378889+00;gifts;Eternal, blessed, premium
2026-05-19 09:06:07.378889+00;Corporate Gifts;;;8594be5e-1d89-4aa7-a65e-9e69dfefcede;corporate hampers, branded boxes;true;true;deep navy, gold;B2B gifting, hampers.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""trust_badges"",""testimonials"",""newsletter""]";223;corporate;2026-05-19 09:06:07.378889+00;gifts;Premium, brand, thoughtful
2026-05-19 09:06:07.378889+00;Personalised Gifts;;;45c8ffc5-db14-4a5f-98c2-6e44d74c7bb6;custom gift mockups;true;true;soft blush, gold;Custom-made gifts.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""testimonials"",""newsletter""]";224;personalised;2026-05-19 09:06:07.378889+00;gifts;Bespoke, one-of-a-kind, name
2026-05-19 09:06:07.378889+00;Gift Hampers;;;3c865b86-6da8-4a40-8f61-36468412848d;styled hamper photography;true;true;warm cream, deep red;Curated gift baskets.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";225;hampers;2026-05-19 09:06:07.378889+00;gifts;Curated, festive, complete
2026-05-19 09:06:07.378889+00;Puja Items;;;671ac598-6997-4e4e-8dda-f626fa508777;soft golden light, brass items;true;true;saffron, gold;Diyas, agarbatti, puja thalis.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";240;puja;2026-05-19 09:06:07.378889+00;religious;Sacred, blessed, traditional
2026-05-19 09:06:07.378889+00;Idols & Murti;;;272812ea-d16d-4457-b8d1-564ceb16ec12;soft-lit idol photography;true;true;sandstone, gold;Statues, deity idols.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";241;idols;2026-05-19 09:06:07.378889+00;religious;Sacred, hand-carved, blessed
2026-05-19 09:06:07.378889+00;Religious Books;;;32700814-b926-4f54-85d2-a054f5c05a4a;soft scripture imagery;true;true;saffron, cream;Scriptures, spiritual books.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";242;books-religious;2026-05-19 09:06:07.378889+00;religious;Sacred, scripture, daily reading
