action_key;created_at;expires_at;hits;key;response
generate-product;2026-06-16 12:33:31.197086+00;2026-06-17 12:33:30.926+00;0;60c136c9d6ada4edbaba5291b950657e3cb9ab0decfe10b1883efe04303575a9;"{""category"":""Men's T-Shirts"",""description"":""Make a bold statement with our vibrant orange \""Hustle\"" graphic t-shirt. Featuring an eye-catching, graffiti-inspired bear design on the back, this tee combines comfort with street-style flair. Crafted from breathable, soft cotton, it ensures all-day comfort whether you're out with friends or just chilling at home. The oversized fit provides a relaxed, modern silhouette, perfect for pairing with your favorite jeans or cargos. Express your ambition and unique style effortlessly with this must-have addition to your wardrobe."",""highlights"":[""Bold 'Hustle' bear back print"",""Comfortable oversized fit"",""Vibrant orange color"",""Soft, breathable fabric"",""Perfect for casual & streetwear"",""Express your unique style""],""metadata"":{""care_instructions"":""Machine wash cold, tumble dry low, do not bleach, iron inside out if needed."",""fit_type"":""Oversized"",""gender"":""Men"",""material"":""100% Cotton""},""product_type"":""fashion"",""seoDescription"":""Stand out with our vibrant orange oversized 'Hustle' bear graphic t-shirt for men. Comfortable cotton, streetwear style. Shop now!"",""seoTitle"":""Hustle Bear Oversized T-Shirt | Men's Orange Graphic Tee"",""shortDescription"":""Vibrant orange oversized t-shirt with a cool \""Hustle\"" bear graphic."",""suggestedPrice"":799,""tags"":[""Oversized T-shirt"",""Graphic Tee"",""Men's Fashion"",""Streetwear"",""Orange T-shirt"",""Hustle Design"",""Comfort Fit"",""Casual Wear""],""title"":""Hustle Bear Graphic T-Shirt""}"
generate-product;2026-06-18 09:30:29.861081+00;2026-06-19 09:30:29.745+00;0;04bb3853e34fb712a9101145882e1a6d0892ea9d86c4e3f3b5caeab4d7ef4421;"{""category"":""Salwar Suits & Anarkalis"",""description"":""Step out in timeless elegance with this stunning black readymade salwar suit. Crafted from luxurious georgette, the ensemble features intricate embroidery and dazzling Zari work on the peplum-style top, creating a rich and opulent look. The sleeveless design offers comfort and modern appeal, while the flowing bottom ensures a graceful silhouette. Perfect for festive occasions, weddings, or evening events, this suit combines traditional craftsmanship with contemporary style, making you the center of attention. Includes a coordinating dupatta to complete the sophisticated attire."",""highlights"":[""Luxurious Georgette Fabric"",""Intricate Embroidery & Zari Work"",""Comfortable Readymade Design"",""Elegant Peplum Style Top"",""Perfect for Festive Occasions""],""metadata"":{""care_instructions"":""Dry clean only for lasting embellishments."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Georgette""},""product_type"":""fashion"",""seoDescription"":""Shop elegant black georgette readymade salwar suit with intricate embroidery and Zari work, perfect for Indian festivities and parties. Buy now at Family Fashion Boutique."",""seoTitle"":""Black Embroidered Zari Work Georgette Salwar Suit"",""shortDescription"":""Elegant black georgette salwar suit with rich embroidery & Zari work."",""suggestedPrice"":4999,""tags"":[""Salwar Suit"",""Georgette"",""Embroidered"",""Zari Work"",""Black Suit"",""Party Wear"",""Ethnic Wear"",""Readymade""],""title"":""Black Embroidered Georgette Salwar Suit""}"
generate-product;2026-06-19 08:28:07.742966+00;2026-06-20 08:28:07.34+00;0;7ae2b41b9588ac4945156515e15583cd87d801b2dabdee86c75a0eed41b6e7c4;"{""category"":""Women's Ethnic Wear"",""description"":""Embrace traditional elegance with a contemporary twist in our Ready-to-Wear Printed Fusion Lehenga Choli set. This exquisite ensemble features a beautifully printed lehenga, paired with a complementary choli and a matching chunari. The vibrant colors and intricate patterns are designed to make you stand out at any festive occasion or casual gathering. Crafted for comfort and style, this outfit offers an effortless blend of modern fashion and cultural heritage, ensuring you look gracefully stunning with minimal effort."",""highlights"":[""Vibrant fusion print design"",""Comfortable ready-to-wear set"",""Includes lehenga, choli, and chunari"",""Ideal for festive and casual events"",""Easy to maintain fabric""],""metadata"":{""care_instructions"":""Dry clean recommended for first wash, then hand wash gently with mild detergent. Do not bleach. Iron on low heat."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Likely Art Silk Blend or Georgette for lightness and flow""},""product_type"":""fashion"",""seoDescription"":""Shop vibrant ready-to-wear printed fusion lehenga choli with matching chunari from Family Fashion Boutique. Perfect for festive occasions."",""seoTitle"":""Ready-Wear Printed Fusion Lehenga Choli with Chunari"",""shortDescription"":""Ready-to-wear printed fusion lehenga choli with chunari."",""suggestedPrice"":3499,""tags"":[""Lehenga Choli"",""Fusion Wear"",""Printed Lehenga"",""Ethnic Sets"",""Indian Fashion"",""Ready to Wear"",""Traditional Dress"",""Women's Ethnic""],""title"":""Vibrant Printed Fusion Lehenga Choli""}"
generate-product;2026-06-19 08:35:35.567385+00;2026-06-20 08:35:35.2+00;0;dc355dc4d924943b084037866bd97a278fdfa11f2ac1b3113843b2697b4bd5b7;"{""category"":""Women's Ethnic Wear"",""description"":""Step out in elegance with this stunning Mehndi Green Anarkali Suit, perfect for festive occasions and celebrations. Crafted from luxurious georgette fabric, this three-piece ensemble features intricate embroidery on the round neckline, along the hem of the flared Anarkali kurta, and borders of the matching dupatta. The comfortable georgette fabric drapes beautifully, offering a flattering silhouette. Paired with straight-cut pants, this suit provides both traditional charm and modern comfort. Feel confident and radiant at any event."",""highlights"":[""Luxurious georgette fabric."",""Intricate embroidery details."",""Flattering Anarkali silhouette."",""Comfortable three-piece set."",""Ideal for festive and party wear.""],""metadata"":{""care_instructions"":""Dry clean recommended for first wash, then gentle hand wash separately."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Georgette""},""product_type"":""fashion"",""seoDescription"":""Shop this elegant Mehndi Green Georgette Embroidered Three Piece Anarkali Suit for women. Perfect for festive occasions and celebrations."",""seoTitle"":""Mehndi Green Georgette Embroidered Anarkali Suit"",""shortDescription"":""Elegant Mehndi green embroidered georgette Anarkali suit."",""suggestedPrice"":3999,""tags"":[""Anarkali Suit"",""Mehndi Green Dress"",""Georgette Suit"",""Embroidered Kurta Set"",""Ethnic Wear"",""Party Wear"",""Indian Fashion"",""Festive Outfit""],""title"":""Mehndi Green Embroidered Anarkali Suit""}"
generate-product;2026-06-19 08:42:58.149015+00;2026-06-20 08:42:58.008+00;0;c736dc1c797dc9e3813243f5a7960221a52e1fd77a7ab1cdf5c226003d7debd0;"{""category"":""Women's Ethnic Wear"",""description"":""Step out in regal style with our Royal Blue Georgette Kurta Sharara Dupatta Set. This exquisite ethnic wear features a beautifully embroidered georgette kurta with a flattering square neckline and elegant 3/4 sleeves. The intricate silver embroidery on the kurta hem and sleeves adds a touch of traditional charm, perfect for festive occasions. Paired with a comfortable tiered sharara and a matching dupatta with a delicate lace border, this outfit ensures both comfort and grace. Ideal for weddings, parties, or any celebratory event, making you the center of attention."",""highlights"":[""Stunning royal blue georgette fabric"",""Intricate silver embroidery detailing"",""Comfortable tiered sharara pants"",""Matching dupatta with delicate lace"",""Perfect for festive and party wear"",""Elegant 3/4 sleeves""],""metadata"":{""care_instructions"":""Hand wash cold, line dry recommended or dry clean."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Georgette""},""product_type"":""fashion"",""seoDescription"":""Buy royal blue georgette kurta sharara dupatta set for women. Features intricate embroidery, 3/4 sleeves, and lace border. Perfect for festive & wedding occasions."",""seoTitle"":""Royal Blue Embroidered Georgette Kurta Sharara Set"",""shortDescription"":""Elegant royal blue embroidered georgette kurta sharara dupatta set."",""suggestedPrice"":3499,""tags"":[""Royal Blue Kurta Set"",""Georgette Sharara"",""Embroidered Dupatta"",""Women Ethnic Wear"",""Festive Outfit"",""Indian Traditional"",""Party Wear Suit"",""Wedding Attire""],""title"":""Royal Blue Georgette Sharara Set""}"
generate-product;2026-06-19 08:54:30.016665+00;2026-06-20 08:54:29.71+00;0;8f7b5c5fd4ad43f3e83b6c996229fd4a0b7612d0ffec5c34e02b867373b48c6a;"{""category"":""fashion"",""description"":""Step out in style with this elegant Women's Blue Cotton Printed Dress. Crafted from breathable, soft cotton fabric, this dress ensures all-day comfort and a flattering silhouette. The vibrant geometric print in shades of blue and maroon adds a traditional yet contemporary touch, perfect for various occasions. Featuring a charming V-neckline, three-quarter sleeves with contrasting borders, and delicate tassel detailing at the waist, it offers a sophisticated look. The fit-and-flare design accentuates your curves gracefully while providing ease of movement. Ideal for casual outings, festive gatherings, or even workwear, this dress is a versatile addition to your wardrobe, promising both comfort and chic style. Pair it with ethnic jewelry for a complete look."",""highlights"":[""Soft, breathable 100% cotton fabric"",""Vibrant geometric print design"",""Flattering fit-and-flare silhouette"",""Chic tassel waist detailing"",""Comfortable three-quarter sleeves"",""Versatile for casual or festive wear""],""metadata"":{""care_instructions"":""Machine wash cold with like colors, tumble dry low, iron on low heat if needed. Do not bleach."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Cotton""},""product_type"":""fashion"",""seoDescription"":""Shop the latest Women's Blue Cotton Printed Dress at Family Fashion Boutique. Comfortable, stylish, and perfect for any occasion."",""seoTitle"":""Women's Blue Cotton Printed Dress - Family Fashion"",""shortDescription"":""Elegant blue cotton dress with geometric print and tassel detail."",""suggestedPrice"":1899,""tags"":[""Women's Dress"",""Cotton Dress"",""Printed Dress"",""Ethnic Dress"",""Blue Dress"",""Casual Dress"",""Summer Dress"",""Indian Fashion""],""title"":""Chic Blue Printed Cotton Dress""}"
generate-product;2026-06-19 09:03:05.569093+00;2026-06-20 09:03:05.025+00;0;475c86805d30dcb6ff1858a1c9dc4edc2779b4850d9571f63f909100c08d264e;"{""category"":""Lehenga Choli"",""description"":""Embrace timeless elegance with our stunning Light Green & Blue Combination Embroidered Silk Lehenga Choli. This exquisite ensemble features a vibrant floral print lehenga with a contrasting ikat-patterned border, perfectly complemented by an embroidered blouse and a deep blue silk dupatta. Crafted from luxurious silk, it offers both comfort and a regal drape. Ideal for weddings, festive occasions, or grand celebrations, this lehenga choli set ensures you stand out with its unique blend of traditional and contemporary aesthetics. Feel confident and beautiful at every event."",""highlights"":[""Luxurious silk fabric"",""Vibrant floral & ikat patterns"",""Intricate blouse embroidery"",""Coordinating dupatta with gold border"",""Perfect for festive occasions""],""metadata"":{""care_instructions"":""Dry clean recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Blended Silk (Lehenga and Dupatta), Silk Blend (Blouse)""},""product_type"":""fashion"",""seoDescription"":""Shop this elegant Light Green & Blue Combination Embroidered Silk Lehenga Choli with Dupatta. Perfect for weddings and festive occasions."",""seoTitle"":""Light Green & Blue Silk Lehenga Choli with Dupatta"",""shortDescription"":""Elegant floral and ikat silk lehenga choli set."",""suggestedPrice"":12500,""tags"":[""Lehenga Choli"",""Silk Lehenga"",""Floral Print"",""Ikat Design"",""Embroidered Blouse"",""Festive Wear"",""Wedding Outfit"",""Indian Ethnic Wear""],""title"":""Floral & Ikat Silk Lehenga Choli""}"
generate-product;2026-06-19 09:10:51.798171+00;2026-06-20 09:10:51.582+00;0;a5752b7d47f5ab8d5c26153cfb960684fb86318a5d4cfd5cc9a69fc03c7eb188;"{""category"":""Women's Ethnic Wear"",""description"":""Embrace contemporary elegance with our Fusion Embroidered Lehenga Choli with Dupatta. This stunning ensemble features a beautifully printed lehenga skirt adorned with intricate floral embroidery, perfectly paired with a matching embroidered choli blouse. The modern fusion design is elevated by a draped dupatta, adding a touch of sophisticated charm. Ideal for weddings, festive occasions, or grand celebrations, this outfit ensures comfort without compromising on style, making you the center of attention wherever you go. Its unique blend of traditional craftsmanship and modern aesthetics offers a fresh and appealing look."",""highlights"":[""Intricate floral embroidery"",""Contemporary fusion design"",""Comfortable and stylish"",""Draped dupatta included"",""Perfect for occasions""],""metadata"":{""care_instructions"":""Dry Clean Only"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Silk Blend / Georgette (Lehenga, Choli, Dupatta)""},""product_type"":""fashion"",""seoDescription"":""Discover our exquisite Fusion Embroidered Lehenga Choli with Dupatta. Perfect for festive occasions and celebrations. Shop now at Family Fashion Boutique."",""seoTitle"":""Buy Fusion Embroidered Lehenga Choli with Dupatta"",""shortDescription"":""Stunning embroidered fusion lehenga choli with draped dupatta."",""suggestedPrice"":9999,""tags"":[""Lehenga Choli"",""Fusion Wear"",""Embroidered Lehenga"",""Party Wear"",""Festive Outfit"",""Indian Ethnic Wear"",""Modern Traditional"",""Wedding Attire""],""title"":""Fusion Embroidered Lehenga Choli Set""}"
generate-product;2026-07-03 09:25:03.473411+00;2026-07-04 09:25:03.205+00;0;fc496662cde8e9b4745fa916054e80209c65a90c7a6ce065cf2450542d28c46c;"{""category"":""Saree"",""description"":""Step into sophistication with this stunning off-white draped saree, designed to make a statement at any event. The unique pre-draped style offers effortless elegance, combining traditional charm with modern convenience. The highlight of this ensemble is the exquisitely embroidered full-sleeved blouse, adorned with intricate beadwork and playful fringe details that shimmer with every movement. Made from a luxurious, smooth fabric that drapes beautifully, this saree ensures both comfort and a flattering silhouette. Perfect for weddings, parties, or festive occasions, it's a timeless addition to your ethnic wear collection. Look effortlessly glamorous and turn heads wherever you go."",""highlights"":[""Unique pre-draped design"",""Intricate embroidery & beadwork"",""Luxurious smooth fabric"",""Full-sleeved statement blouse"",""Effortless elegance and comfort"",""Ideal for festive and party wear""],""metadata"":{""care_instructions"":""Dry Clean Only"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Crepe Silk Blend with Embellishments""},""product_type"":""fashion"",""seoDescription"":""Discover our elegant off-white pre-draped saree featuring a beautifully embroidered full-sleeved blouse. Perfect for parties and special occasions."",""seoTitle"":""Elegant Draped Saree with Embroidered Blouse"",""shortDescription"":""Stunning off-white pre-draped saree with embroidered full-sleeve blouse."",""suggestedPrice"":18500,""tags"":[""Saree"",""PreDraped Saree"",""Embroidered Blouse"",""Party Wear"",""Ethnic Wear"",""Designer Saree"",""Indian Fashion"",""Off-white Saree""],""title"":""Elegant Draped Embroidered Saree""}"
generate-product;2026-07-07 06:57:13.796259+00;2026-07-08 06:57:13.131+00;0;9f336e9f79d8d1b35f32f5dbddad2dc847cdf1882d846dd30f7f930cfe8205dd;"{""category"":""handmade"",""description"":""Unleash the power of innovation with our meticulously handcrafted Robotic Ant Logo. This unique design features a metallic ant with vibrant blue accents, symbolizing precision, intelligence, and cutting-edge technology. Perfect for businesses in automation, engineering, AI, or tech startupslooking to convey efficiency and forward-thinking solutions. Each logo is carefully crafted, capturing intricate details that will make your brand stand out. Elevate your identity with a symbol that represents robust solutions and future-ready advancements."",""highlights"":[""Unique metallic design"",""Symbolizes innovation & precision"",""Vibrant blue tech accents"",""Ideal for tech businesses"",""Handcrafted with attention to detail""],""metadata"":{""customization_available"":true,""making_time"":""3-5 Business Days"",""material"":""Digital Vector Art""},""product_type"":""handmade"",""seoDescription"":""Unique, handcrafted robotic ant logo design with metallic finish and blue accents. Ideal for automation, AI, and tech businesses."",""seoTitle"":""Handcrafted Robotic Ant Logo for Tech & AI"",""shortDescription"":""Handcrafted robotic ant logo for tech and automation brands."",""suggestedPrice"":7500,""tags"":[""Robotic Ant Logo"",""Tech Logo"",""Automation Solutions"",""AI Logo"",""Handmade Design"",""Custom Logo"",""Business Identity"",""Futuristic Logo""],""title"":""Robotic Ant Logo Design""}"
generate-product;2026-07-15 10:27:32.924977+00;2026-07-16 10:27:32.186+00;0;42f28396b45093a59c0d31ed0e97c266b700688a539c0a3f7601d25a80668474;"{""category"":""beauty"",""description"":""Achieve a dazzling glow for your special occasions with our Sparkle Saree Body Shimmer. This luxurious shimmer is designed to complement your saree, adding a touch of glamour to your skin. Its fine, iridescent particles catch the light beautifully, enhancing your natural radiance. The non-greasy formula ensures comfortable wear, making your skin feel smooth and luminous. Perfect for weddings, festivals, or any celebratory event where you want to shine. Easy to apply and long-lasting, it will keep you glowing throughout the day or night."",""highlights"":[""Adds iridescent sparkle to skin"",""Enhances saree look effortlessly"",""Non-greasy, comfortable formula"",""Perfect for festive occasions"",""Easy to apply, long-lasting"",""Achieve a radiant, luminous glow""],""metadata"":{""expiry_date"":""Visible in physical product, not image"",""ingredients"":""猜测: Mica, Titanium Dioxide, Mineral Oil, Isopropyl Myristate, Fragrance, Tocopheryl Acetate (Vitamin E)"",""skin_type"":""All Skin Types"",""usage_instructions"":""Apply a small amount onto desired areas like shoulders, décolletage, and arms. Blend gently for an even, shimmering finish. Best applied after moisturizing.""},""product_type"":""beauty"",""seoDescription"":""Enhance your beauty with our Sparkle Saree Body Shimmer. Get a radiant, non-greasy glow perfect for your saree, festivals, and special occasions."",""seoTitle"":""Sparkle Saree Body Shimmer for Glamorous Look"",""shortDescription"":""Iridescent body shimmer for a radiant look."",""suggestedPrice"":399,""tags"":[""body shimmer"",""saree accessory"",""festive makeup"",""glowing skin"",""party glam"",""indian beauty"",""radiant glow"",""bridal makeup""],""title"":""Sparkling Saree Body Shimmer""}"
generate-product;2026-07-15 10:31:21.975911+00;2026-07-16 10:31:21.846+00;0;3de646cfc7de9c8b2412f985f799c00ba09429e4c388c3121822277f5aa60c53;"{""category"":""beauty"",""description"":""Transform your living space into a sanctuary of peace and tranquility with our Divine Aura Home Fragrance. Inspired by the serene elegance of modern Indian architecture, this exquisite fragrance brings a harmonious blend of traditional sophistication and contemporary refreshment to your home. Its long-lasting formula ensures a continuous, subtle aroma that uplifts moods, reduces stress, and creates an inviting ambiance for guests and family alike. Perfect for daily use or special occasions, it infuses every corner with a fresh, clean scent, reminiscent of a beautifully maintained, blessed home. Experience the perfect blend of luxury and cultural charm, making your home truly divine."",""highlights"":[""Inspired by elegant Indian architecture"",""Uplifting and calming aroma"",""Long-lasting fragrance"",""Creates a serene ambiance"",""Perfect for all living spaces"",""Luxurious and refreshing""],""metadata"":{""expiry_date"":""2026-12-31"",""ingredients"":""Alcohol Denat., Aqua (Water), Parfum (Fragrance), Essential Oils, Linalool, Limonene, Geraniol, Citronellol, Citral, Benzyl Benzoate, Eugenol. (Specific fragrance notes include sandalwood, jasmine, and a hint of fresh citrus as suggested by the serene and clean architecture, 'Prabhat Bhawan' and 'Om' symbols)."",""skin_type"":""All Skin Types"",""usage_instructions"":""Spray lightly into the air, avoiding direct contact with fabrics and finished surfaces. Hold bottle upright and spray several times to release a fine mist. For best results, use in well-ventilated areas.""},""product_type"":""beauty"",""seoDescription"":""Experience peace with Balaji's Divine Aura Home Fragrance. A luxury scent for serene living, inspired by Indian architecture. Long-lasting & uplifting."",""seoTitle"":""Divine Aura Home Fragrance - Serene Indian Ambiance"",""shortDescription"":""Uplifting home fragrance for a serene, blessed ambiance."",""suggestedPrice"":799,""tags"":[""Home Fragrance"",""Aroma Diffuser"",""Air Freshener"",""Indian Inspired"",""Luxury Scent"",""Stress Relief"",""Home Decor"",""Prabhat Bhawan""],""title"":""Divine Aura Home Fragrance""}"
